"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.319495406E1,-5.733999729E0,2.100839996E1,-4.521319962E1,5.018431071E1
1.320498165E1,-5.282599926E0,2.148419952E1,-4.479840088E1,4.996372096E1
1.321498092E1,-5.197199821E0,2.159399986E1,-4.479840088E1,5.000208433E1
1.322498092E1,-5.770599842E0,2.166720009E1,-4.522539902E1,5.047874898E1
1.323498112E1,-6.185400009E0,2.069120026E1,-4.498139954E1,4.989700638E1
1.324498092E1,-5.636399746E0,2.106939888E1,-4.499359894E1,5.000112515E1
1.325498100E1,-6.014599800E0,2.120359993E1,-4.467639923E1,4.981715276E1
1.326496188E1,-5.807199955E0,2.081320000E1,-4.510339737E1,5.001229169E1
1.327498088E1,-5.599800110E0,2.195999908E1,-4.544499969E1,5.078235243E1
1.328498113E1,-5.990200043E0,2.058139992E1,-4.637220001E1,5.108676397E1
1.329498096E1,-5.782799721E0,2.038619995E1,-4.477399826E1,4.953532922E1
1.330498125E1,-5.441199780E0,2.089859962E1,-4.564019775E1,5.049144257E1
1.331496758E1,-5.453399658E0,2.117919922E1,-4.521319962E1,5.022480928E1
1.332498056E1,-5.441199780E0,2.087419891E1,-4.478619766E1,4.971058576E1
1.333496762E1,-5.111799717E0,2.170380020E1,-4.577439880E1,5.091641214E1
1.334498076E1,-5.148399830E0,2.075219917E1,-4.553039932E1,5.030086534E1
1.335498092E1,-5.709599972E0,2.082539940E1,-4.456660080E1,4.952250699E1
1.336498707E1,-5.245999813E0,2.072780037E1,-4.543280029E1,5.021256381E1
1.337498056E1,-5.465600014E0,2.133779907E1,-4.522539902E1,5.030418640E1
1.338496929E1,-5.843800068E0,2.139879990E1,-4.510339737E1,5.026305891E1
1.339498072E1,-5.477799892E0,2.159399986E1,-4.607939911E1,5.118220534E1
1.340498105E1,-5.453399658E0,2.113039970E1,-4.511560059E1,5.011637233E1
1.341498105E1,-5.782799721E0,2.021539879E1,-4.551819992E1,5.013990073E1
1.342496856E1,-5.636399746E0,2.099619865E1,-4.499359894E1,4.997032425E1
1.343498097E1,-5.831599712E0,2.106939888E1,-4.553039932E1,5.050687465E1
1.344498056E1,-5.660799980E0,2.141099930E1,-4.511560059E1,5.025826264E1
1.345498097E1,-5.184999943E0,2.136219978E1,-4.490819931E1,4.999974169E1
1.346498121E1,-5.184999943E0,2.124020004E1,-4.554259872E1,5.051889370E1
1.347497080E1,-5.172800064E0,2.100839996E1,-4.532299805E1,5.022235440E1
1.348496815E1,-5.428999901E0,2.075219917E1,-4.521319962E1,5.004359330E1
1.349498040E1,-5.648600101E0,2.111820030E1,-4.660400009E1,5.147638188E1
1.350498072E1,-5.636399746E0,2.088640022E1,-4.553039932E1,5.040861017E1
1.351498089E1,-5.282599926E0,2.133779907E1,-4.554259872E1,5.057010807E1
1.352497889E1,-5.075200081E0,2.108160019E1,-4.576219940E1,5.063961312E1
1.353499590E1,-4.965399742E0,2.077659988E1,-4.532299805E1,5.010485455E1
1.354496616E1,-5.258199692E0,2.091079903E1,-4.607939911E1,5.087456341E1
1.355496294E1,-5.245999813E0,2.066679955E1,-4.595739746E1,5.066280192E1
1.356496286E1,-5.099599838E0,2.148419952E1,-4.576219940E1,5.081097954E1
1.357496250E1,-5.368000031E0,2.110599899E1,-4.575000000E1,5.066893642E1
1.358496266E1,-5.465600014E0,2.130119896E1,-4.532299805E1,5.037646288E1
1.359496282E1,-5.197199821E0,2.148419952E1,-4.533519745E1,5.043671126E1
1.360496262E1,-5.733999729E0,2.110599899E1,-4.499359894E1,5.002765127E1
1.361496282E1,-5.111799717E0,2.160619926E1,-4.544499969E1,5.057871430E1
1.362496270E1,-5.538799763E0,2.077659988E1,-4.564019775E1,5.045169032E1
1.363496295E1,-5.441199780E0,2.082539940E1,-4.606719971E1,5.084772172E1
1.364497723E1,-5.672999859E0,2.166720009E1,-4.500579834E1,5.027098936E1
1.365498134E1,-5.648600101E0,2.130119896E1,-4.543280029E1,5.049541665E1
1.366498101E1,-5.477799892E0,2.150860023E1,-4.533519745E1,5.047678975E1
1.367498134E1,-5.916999817E0,2.091079903E1,-4.573780060E1,5.063811614E1
1.368498105E1,-5.526599884E0,2.061800003E1,-4.584759903E1,5.057319021E1
1.369498106E1,-5.172800064E0,2.114259911E1,-4.522539902E1,5.019067716E1
1.370498085E1,-5.343599796E0,2.077659988E1,-4.564019775E1,5.043063367E1
1.371498130E1,-5.477799892E0,2.161839867E1,-4.554259872E1,5.070985852E1
1.372498097E1,-5.197199821E0,2.148419952E1,-4.565240097E1,5.072202115E1
1.373498089E1,-5.563199997E0,2.130119896E1,-4.521319962E1,5.028840513E1
1.374498089E1,-5.270400047E0,2.109379959E1,-4.489599991E1,4.988362763E1
1.375498106E1,-5.660799980E0,2.159399986E1,-4.500579834E1,5.023810676E1
1.376498065E1,-4.892199993E0,2.114259911E1,-4.533519745E1,5.026154838E1
1.377498093E1,-5.062999725E0,2.084980011E1,-4.543280029E1,5.024427802E1
1.378499652E1,-5.831599712E0,2.109379959E1,-4.584759903E1,5.080313251E1
1.379496743E1,-5.270400047E0,2.110599899E1,-4.565240097E1,5.057056480E1
1.380499208E1,-4.709199905E0,2.133779907E1,-4.512779999E1,5.013977029E1
1.381498032E1,-4.989799976E0,2.110599899E1,-4.554259872E1,5.044293405E1
1.382498098E1,-4.989799976E0,2.110599899E1,-4.544499969E1,5.035483387E1
1.383499095E1,-5.916999817E0,2.097179985E1,-4.542060089E1,5.037716011E1
1.384497015E1,-4.977600098E0,2.091079903E1,-4.607939911E1,5.084632770E1
1.385498199E1,-4.916599751E0,2.159399986E1,-4.481060028E1,4.998463445E1
1.386498057E1,-5.672999859E0,2.169159889E1,-4.576219940E1,5.095966330E1
1.387498086E1,-5.551000118E0,2.109379959E1,-4.510339737E1,5.010068301E1
1.388496853E1,-5.197199821E0,2.142319870E1,-4.587199783E1,5.089405185E1
1.389499778E1,-5.368000031E0,2.130119896E1,-4.522539902E1,5.027815846E1
1.390499957E1,-5.148399830E0,2.225279999E1,-4.524979782E1,5.068764476E1
1.391498049E1,-5.282599926E0,2.138660049E1,-4.565240097E1,5.068958726E1
1.392498061E1,-5.282599926E0,2.139879990E1,-4.565240097E1,5.069473556E1
1.393496755E1,-5.343599796E0,2.089859962E1,-4.532299805E1,5.019441878E1
1.394498924E1,-5.282599926E0,2.131340027E1,-4.543280029E1,5.046093772E1
1.395498114E1,-5.916999817E0,2.089859962E1,-4.595739746E1,5.083153288E1
1.396498086E1,-5.551000118E0,2.115480042E1,-4.564019775E1,5.060994797E1
1.397496796E1,-5.563199997E0,2.147200012E1,-4.511560059E1,5.027338659E1
1.398496759E1,-5.551000118E0,2.120359993E1,-4.596960068E1,5.092750179E1
1.399496845E1,-5.172800064E0,2.102059937E1,-4.532299805E1,5.022745873E1
1.400498090E1,-5.758399963E0,2.154520035E1,-4.543280029E1,5.061120598E1
1.401498074E1,-6.112199783E0,2.119140053E1,-4.573780060E1,5.077775936E1
1.402495193E1,-5.331399918E0,2.065460014E1,-4.553039932E1,5.027975333E1
1.403498151E1,-5.368000031E0,2.121579933E1,-4.489599991E1,4.994573429E1
1.404496637E1,-5.075200081E0,2.100839996E1,-4.543280029E1,5.031152818E1
1.405496308E1,-5.258199692E0,2.093519974E1,-4.554259872E1,5.039900347E1
1.406496275E1,-5.453399658E0,2.120359993E1,-4.511560059E1,5.014727943E1
1.407496284E1,-5.392399788E0,2.167939949E1,-4.512779999E1,5.035466880E1
1.408496267E1,-4.855599880E0,2.044719887E1,-4.606719971E1,5.063449102E1
1.409496271E1,-5.075200081E0,2.100839996E1,-4.489599991E1,4.982731513E1
1.410496267E1,-5.575399876E0,2.169159889E1,-4.533519745E1,5.056570650E1
1.411496271E1,-4.989799976E0,2.122799873E1,-4.565240097E1,5.059315911E1
1.412496263E1,-5.563199997E0,2.130119896E1,-4.596960068E1,5.096954441E1
1.413496292E1,-5.831599712E0,2.108160019E1,-4.606719971E1,5.099635586E1
1.414497728E1,-5.184999943E0,2.142319870E1,-4.468859863E1,4.982879203E1
1.415498107E1,-5.368000031E0,2.120359993E1,-4.596960068E1,5.090788014E1
1.416496796E1,-5.368000031E0,2.128899956E1,-4.457880020E1,4.969211561E1
1.417498066E1,-5.733999729E0,2.100839996E1,-4.542060089E1,5.037124782E1
1.418498090E1,-5.648600101E0,2.126459885E1,-4.543280029E1,5.047998801E1
1.419498107E1,-5.368000031E0,2.121579933E1,-4.596960068E1,5.091296252E1
1.420496764E1,-5.831599712E0,2.113039970E1,-4.595739746E1,5.091742068E1
1.421498074E1,-5.465600014E0,2.131340027E1,-4.511560059E1,5.019513154E1
1.422498241E1,-5.160599709E0,2.092300034E1,-4.575000000E1,5.057139737E1
1.423498099E1,-5.941400051E0,2.147200012E1,-4.606719971E1,5.117161237E1
1.424498082E1,-5.843800068E0,2.149639893E1,-4.532299805E1,5.050167639E1
1.425498107E1,-5.355799675E0,2.110599899E1,-4.521319962E1,5.018347540E1
1.426498070E1,-5.038599968E0,2.045940018E1,-4.467639923E1,4.939590260E1
1.427498066E1,-5.843800068E0,2.126459885E1,-4.543280029E1,5.050220298E1
1.428498078E1,-5.551000118E0,2.109379959E1,-4.489599991E1,4.991405405E1
1.429498148E1,-4.989799976E0,2.115480042E1,-4.544499969E1,5.037530825E1
1.430498079E1,-5.380199909E0,2.138660049E1,-4.554259872E1,5.060100325E1
1.431498062E1,-5.733999729E0,2.109379959E1,-4.564019775E1,5.060488894E1
1.432498075E1,-5.904799938E0,2.082539940E1,-4.509119797E1,5.001779740E1
1.433497489E1,-6.014599800E0,2.092300034E1,-4.573780060E1,5.065465188E1
1.434498038E1,-5.087399960E0,2.117919922E1,-4.554259872E1,5.048334791E1
1.435497944E1,-5.831599712E0,2.128899956E1,-4.500579834E1,5.012734724E1
1.436498099E1,-5.551000118E0,2.111820030E1,-4.564019775E1,5.059466017E1
1.437497106E1,-5.746200085E0,2.131340027E1,-4.575000000E1,5.079707025E1
1.438498075E1,-6.185400009E0,2.066679955E1,-4.605500031E1,5.085704307E1
1.439497090E1,-6.087800026E0,2.070339966E1,-4.520100021E1,5.008814717E1
1.440498079E1,-5.282599926E0,2.138660049E1,-4.661619949E1,5.155931146E1
1.441498075E1,-5.282599926E0,2.131340027E1,-4.596960068E1,5.094478461E1
1.442496386E1,-5.575399876E0,2.158180046E1,-4.500579834E1,5.022331211E1
1.443497973E1,-5.184999943E0,2.117919922E1,-4.596960068E1,5.087874694E1
1.444496911E1,-5.184999943E0,2.121579933E1,-4.596960068E1,5.089399328E1
1.445498075E1,-5.648600101E0,2.121579933E1,-4.543280029E1,5.045945072E1
1.446498116E1,-4.880000114E0,2.082539940E1,-4.543280029E1,5.021604329E1
1.447498099E1,-5.258199692E0,2.104500008E1,-4.500579834E1,4.996061025E1
1.448498144E1,-5.477799892E0,2.149639893E1,-4.543280029E1,5.055928007E1
1.449496712E1,-4.989799976E0,2.121579933E1,-4.533519745E1,5.030197186E1
1.450498067E1,-5.453399658E0,2.104500008E1,-4.489599991E1,4.988268641E1
1.451498112E1,-5.258199692E0,2.098399925E1,-4.596960068E1,5.080532526E1
1.452497261E1,-5.477799892E0,2.138660049E1,-4.596960068E1,5.099605042E1
1.453498059E1,-5.672999859E0,2.159399986E1,-4.565240097E1,5.081953829E1
1.454495988E1,-5.087399960E0,2.138660049E1,-4.468859863E1,4.980300359E1
1.455496276E1,-5.843800068E0,2.130119896E1,-4.575000000E1,5.080308629E1
1.456496252E1,-5.428999901E0,2.053260040E1,-4.595739746E1,5.062750340E1
1.457496256E1,-5.245999813E0,2.082539940E1,-4.456660080E1,4.947120052E1
1.458496268E1,-6.648999691E0,2.070339966E1,-4.550600052E1,5.043447271E1
1.459496260E1,-5.758399963E0,2.147200012E1,-4.500579834E1,5.019689078E1
1.460496252E1,-5.380199909E0,2.141099930E1,-4.500579834E1,5.012882730E1
1.461496264E1,-5.477799892E0,2.149639893E1,-4.522539902E1,5.037299053E1
1.462496256E1,-5.160599709E0,2.103279877E1,-4.489599991E1,4.984637621E1
1.463496256E1,-5.672999859E0,2.176479912E1,-4.479840088E1,5.012769823E1
1.464497713E1,-5.941400051E0,2.136219978E1,-4.521319962E1,5.035749431E1
1.465498083E1,-5.453399658E0,2.100839996E1,-4.543280029E1,5.035108519E1
1.466498079E1,-5.294799805E0,2.160619926E1,-4.618919754E1,5.126699446E1
1.467496753E1,-5.270400047E0,2.109379959E1,-4.543280029E1,5.036729932E1
1.468498051E1,-5.160599709E0,2.095960045E1,-4.575000000E1,5.058655098E1
1.469498100E1,-5.575399876E0,2.159399986E1,-4.565240097E1,5.080873575E1
1.470498080E1,-5.136199951E0,2.210639954E1,-4.588419724E1,5.119016513E1
1.471496794E1,-5.062999725E0,2.064239883E1,-4.671379852E1,5.132174557E1
1.472498076E1,-5.380199909E0,2.137439919E1,-4.533519745E1,5.040924141E1
1.473498076E1,-5.282599926E0,2.142319870E1,-4.565240097E1,5.070503938E1
1.474496790E1,-5.368000031E0,2.119140053E1,-4.575000000E1,5.070456962E1
1.475498128E1,-5.636399746E0,2.109379959E1,-4.467639923E1,4.972623082E1
1.476498043E1,-5.258199692E0,2.089859962E1,-4.500579834E1,4.989911837E1
1.477498096E1,-5.148399830E0,2.072780037E1,-4.575000000E1,5.048970419E1
1.478496896E1,-5.221600056E0,2.191119957E1,-4.566460037E1,5.091779159E1
1.479498055E1,-4.794600010E0,2.103279877E1,-4.522539902E1,5.010692097E1
1.480498617E1,-5.380199909E0,2.148419952E1,-4.500579834E1,5.016013621E1
1.481496896E1,-5.001999855E0,2.131340027E1,-4.533519745E1,5.034442532E1
1.482496749E1,-5.087399960E0,2.122799873E1,-4.533519745E1,5.031689275E1
1.483498019E1,-4.733600140E0,2.160619926E1,-4.512779999E1,5.025687166E1
1.484496786E1,-5.551000118E0,2.109379959E1,-4.554259872E1,5.049643831E1
1.485498072E1,-4.697000027E0,2.103279877E1,-4.565240097E1,5.048348391E1
1.486498149E1,-4.794600010E0,2.111820030E1,-4.544499969E1,5.034098301E1
1.487498080E1,-4.794600010E0,2.113039970E1,-4.490819931E1,4.986209328E1
1.488498084E1,-5.368000031E0,2.126459885E1,-4.522539902E1,5.026266313E1
1.489496766E1,-4.794600010E0,2.113039970E1,-4.576219940E1,5.063260684E1
1.490498060E1,-5.124000072E0,2.197220039E1,-4.566460037E1,5.093416038E1
1.491498084E1,-5.172800064E0,2.122799873E1,-4.479840088E1,4.984257730E1
1.492498092E1,-4.867799759E0,2.075219917E1,-4.543280029E1,5.018454530E1
1.493498129E1,-5.087399960E0,2.120359993E1,-4.500579834E1,5.000996073E1
1.494498100E1,-5.368000031E0,2.121579933E1,-4.500579834E1,5.004445474E1
1.495498096E1,-4.770199776E0,2.054479980E1,-4.565240097E1,5.028901788E1
1.496498044E1,-4.892199993E0,2.114259911E1,-4.511560059E1,5.006356493E1
1.497498056E1,-4.513999939E0,2.111820030E1,-4.533519745E1,5.021588103E1
1.498498080E1,-5.282599926E0,2.127680016E1,-4.543280029E1,5.044548968E1
1.499498154E1,-5.282599926E0,2.130119896E1,-4.543280029E1,5.045578541E1
1.500498080E1,-4.635999680E0,2.149639893E1,-4.588419724E1,5.088169824E1
1.501498044E1,-5.343599796E0,2.093519974E1,-4.478619766E1,4.972564879E1
1.502498093E1,-4.892199993E0,2.113039970E1,-4.629899979E1,5.112753459E1
1.503500351E1,-5.087399960E0,2.125239944E1,-4.533519745E1,5.032719194E1
1.504496620E1,-4.806799889E0,2.121579933E1,-4.544499969E1,5.038316647E1
1.505498447E1,-4.648200035E0,2.171599960E1,-4.513999939E1,5.030715602E1
1.506498178E1,-5.294799805E0,2.150860023E1,-4.587199783E1,5.094011164E1
1.507495330E1,-5.746200085E0,2.119140053E1,-4.575000000E1,5.074600252E1
1.508496254E1,-5.368000031E0,2.115480042E1,-4.575000000E1,5.068928393E1
1.509496237E1,-5.489999771E0,2.188679886E1,-4.470079803E1,5.007328037E1
1.510496249E1,-5.343599796E0,2.082539940E1,-4.575000000E1,5.055011196E1
1.511498182E1,-5.258199692E0,2.094739914E1,-4.543280029E1,5.030488582E1
1.512495232E1,-5.197199821E0,2.148419952E1,-4.587199783E1,5.091975943E1
1.513496250E1,-5.001999855E0,2.145979881E1,-4.470079803E1,4.983677671E1
1.514497995E1,-5.380199909E0,2.139879990E1,-4.533519745E1,5.041959258E1
1.515498032E1,-5.660799980E0,2.138660049E1,-4.585979843E1,5.091711352E1
1.516498077E1,-5.343599796E0,2.071559906E1,-4.553039932E1,5.030613646E1
1.517496791E1,-5.575399876E0,2.155739975E1,-4.587199783E1,5.099065358E1
1.518498374E1,-5.184999943E0,2.139879990E1,-4.501799774E1,5.011399986E1
1.519498056E1,-4.550600052E0,2.161839867E1,-4.545719910E1,5.054127097E1
1.520498065E1,-5.551000118E0,2.111820030E1,-4.500579834E1,5.002313335E1
1.521498089E1,-5.453399658E0,2.110599899E1,-4.564019775E1,5.057895227E1
1.522498089E1,-4.404200077E0,2.084980011E1,-4.566460037E1,5.039213103E1
1.523496836E1,-4.892199993E0,2.113039970E1,-4.490819931E1,4.987157284E1
1.524498036E1,-4.989799976E0,2.114259911E1,-4.576219940E1,5.065655431E1
1.525498028E1,-5.355799675E0,2.099619865E1,-4.467639923E1,4.965385782E1
1.526498061E1,-5.282599926E0,2.149639893E1,-4.533519745E1,5.045077954E1
1.527498089E1,-4.794600010E0,2.113039970E1,-4.544499969E1,5.034610192E1
1.528496811E1,-5.245999813E0,2.063019943E1,-4.532299805E1,5.007294474E1
1.529498032E1,-5.368000031E0,2.132559967E1,-4.511560059E1,5.018978025E1
1.530496750E1,-5.087399960E0,2.128899956E1,-4.554259872E1,5.052951058E1
1.531496750E1,-4.892199993E0,2.102059937E1,-4.533519745E1,5.021035099E1
1.532498028E1,-4.880000114E0,2.094739914E1,-4.500579834E1,4.988115692E1
1.533496799E1,-5.355799675E0,2.114259911E1,-4.500579834E1,5.001215823E1
1.534494940E1,-5.148399830E0,2.066679955E1,-4.532299805E1,5.007790707E1
1.535496844E1,-5.136199951E0,2.050819969E1,-4.542060089E1,5.009987814E1
1.536498089E1,-5.136199951E0,2.054479980E1,-4.542060089E1,5.011487139E1
1.537498089E1,-5.282599926E0,2.133779907E1,-4.661619949E1,5.153908795E1
1.538496759E1,-4.904399872E0,2.132559967E1,-4.512779999E1,5.015329173E1
1.539498045E1,-5.477799892E0,2.145979881E1,-4.650639725E1,5.151091381E1
1.540498020E1,-5.575399876E0,2.166720009E1,-4.511560059E1,5.035841598E1
1.541498037E1,-4.904399872E0,2.124020004E1,-4.609159851E1,5.098661284E1
1.542498081E1,-4.818999767E0,2.153299904E1,-4.566460037E1,5.071635371E1
1.543498944E1,-5.197199821E0,2.171599960E1,-4.490819931E1,5.015318425E1
1.544498557E1,-4.904399872E0,2.132559967E1,-4.566460037E1,5.063684495E1
1.545496710E1,-4.709199905E0,2.131340027E1,-4.523759842E1,5.022825804E1
1.546498033E1,-5.099599838E0,2.159399986E1,-4.512779999E1,5.028742467E1
1.547498077E1,-5.001999855E0,2.141099930E1,-4.533519745E1,5.038582163E1
1.548497760E1,-5.001999855E0,2.142319870E1,-4.587199783E1,5.087448899E1
1.549500047E1,-4.343199730E0,2.121579933E1,-4.651860046E1,5.131231543E1
1.550499864E1,-4.977600098E0,2.091079903E1,-4.554259872E1,5.036036455E1
1.551498025E1,-4.977600098E0,2.092300034E1,-4.554259872E1,5.036543204E1
1.552496792E1,-5.441199780E0,2.072780037E1,-4.628680038E1,5.100702161E1
1.553498802E1,-5.441199780E0,2.084980011E1,-4.521319962E1,5.008546934E1
1.554496629E1,-5.282599926E0,2.149639893E1,-4.533519745E1,5.045077954E1
1.555496242E1,-5.306999683E0,2.172819901E1,-4.598180008E1,5.113320659E1
1.556496243E1,-5.075200081E0,2.099619865E1,-4.489599991E1,4.982217199E1
1.557496482E1,-4.892199993E0,2.122799873E1,-4.501799774E1,5.001181532E1
1.558495197E1,-4.867799759E0,2.056920052E1,-4.564019775E1,5.029726767E1
1.559496259E1,-5.062999725E0,2.081320000E1,-4.575000000E1,5.051619305E1
1.560496255E1,-5.160599709E0,2.083759880E1,-4.564019775E1,5.043674220E1
1.561498175E1,-5.087399960E0,2.130119896E1,-4.511560059E1,5.015017579E1
1.562495294E1,-5.111799717E0,2.160619926E1,-4.620140076E1,5.125941645E1
1.563496255E1,-5.355799675E0,2.098399925E1,-4.575000000E1,5.061694691E1
1.564497667E1,-4.733600140E0,2.163059998E1,-4.523759842E1,5.036596208E1
1.565497207E1,-4.892199993E0,2.114259911E1,-4.522539902E1,5.016253417E1
1.566496589E1,-4.989799976E0,2.114259911E1,-4.522539902E1,5.017214683E1
1.567496772E1,-5.062999725E0,2.073999977E1,-4.521319962E1,5.000014976E1
1.568498074E1,-5.453399658E0,2.108160019E1,-4.554259872E1,5.048070654E1
1.569496747E1,-5.245999813E0,2.073999977E1,-4.510339737E1,4.991978124E1
1.570498115E1,-5.282599926E0,2.143540001E1,-4.533519745E1,5.042481892E1
1.571497036E1,-4.904399872E0,2.143540001E1,-4.523759842E1,5.029880538E1
1.572497101E1,-4.977600098E0,2.099619865E1,-4.533519745E1,5.020853502E1
1.573498066E1,-5.087399960E0,2.127680016E1,-4.544499969E1,5.043641403E1
1.574495551E1,-5.184999943E0,2.141099930E1,-4.522539902E1,5.030558450E1
1.575498021E1,-5.526599884E0,2.055699921E1,-4.553039932E1,5.026082754E1
1.576498139E1,-4.904399872E0,2.130119896E1,-4.512779999E1,5.014292120E1
1.577496947E1,-4.977600098E0,2.089859962E1,-4.500579834E1,4.987033039E1
1.578498033E1,-4.697000027E0,2.095960045E1,-4.511560059E1,4.996783042E1
1.579495148E1,-5.465600014E0,2.124020004E1,-4.585979843E1,5.083443708E1
1.580498021E1,-4.404200077E0,2.086199951E1,-4.533519745E1,5.009890348E1
1.581498066E1,-5.099599838E0,2.142319870E1,-4.533519745E1,5.040078857E1
1.582497179E1,-4.977600098E0,2.103279877E1,-4.511560059E1,5.002571881E1
1.583498062E1,-4.635999680E0,2.144759941E1,-4.577439880E1,5.076206851E1
1.584496748E1,-5.270400047E0,2.108160019E1,-4.575000000E1,5.064852893E1
1.585498034E1,-5.258199692E0,2.093519974E1,-4.521319962E1,5.010154360E1
1.586498054E1,-4.892199993E0,2.131340027E1,-4.416399765E1,4.928136910E1
1.587496715E1,-4.709199905E0,2.121579933E1,-4.576219940E1,5.066029608E1
1.588498082E1,-5.087399960E0,2.135000038E1,-4.448119736E1,4.960122048E1
1.589496382E1,-4.989799976E0,2.131340027E1,-4.479840088E1,4.986036358E1
1.590498054E1,-5.465600014E0,2.117919922E1,-4.565240097E1,5.062186264E1
1.591497663E1,-5.453399658E0,2.110599899E1,-4.607939911E1,5.097561950E1
1.592497932E1,-5.001999855E0,2.139879990E1,-4.501799774E1,5.009539660E1
1.593498087E1,-4.953199863E0,2.063019943E1,-4.489599991E1,4.965672286E1
1.594496390E1,-5.184999943E0,2.142319870E1,-4.555479813E1,5.060708744E1
1.595498054E1,-5.624199867E0,2.071559906E1,-4.499359894E1,4.985169620E1
1.596498144E1,-4.977600098E0,2.091079903E1,-4.500579834E1,4.987544389E1
1.597495169E1,-4.855599880E0,2.055699921E1,-4.554259872E1,5.020254341E1
1.598498054E1,-5.258199692E0,2.095960045E1,-4.511560059E1,5.002370369E1
1.599496508E1,-4.684800148E0,2.084980011E1,-4.457880020E1,4.943612995E1
1.600496756E1,-4.831200123E0,2.159399986E1,-4.555479813E1,5.064465379E1
1.601498327E1,-5.331399918E0,2.066679955E1,-4.553039932E1,5.028476599E1
1.602498058E1,-5.319200039E0,2.037400055E1,-4.606719971E1,5.065156144E1
1.603496756E1,-4.867799759E0,2.077659988E1,-4.543280029E1,5.019464035E1
1.604496805E1,-5.551000118E0,2.119140053E1,-4.500579834E1,5.005408018E1
1.605496252E1,-5.172800064E0,2.111820030E1,-4.511560059E1,5.008147023E1
1.606496419E1,-5.306999683E0,2.019099998E1,-4.488380051E1,4.950147749E1
1.607496244E1,-5.294799805E0,2.160619926E1,-4.598180008E1,5.108021819E1
1.608496252E1,-5.441199780E0,2.095960045E1,-4.499359894E1,4.993331004E1
1.609496256E1,-4.965399742E0,2.065460014E1,-4.617699814E1,5.082895689E1
1.610496248E1,-5.368000031E0,2.131340027E1,-4.533519745E1,5.038210578E1
1.611496187E1,-4.977600098E0,2.102059937E1,-4.522539902E1,5.011964502E1
1.612496260E1,-4.867799759E0,2.076440048E1,-4.522539902E1,5.000192514E1
1.613496252E1,-4.818999767E0,2.159399986E1,-4.449340057E1,4.969090745E1
1.614497749E1,-4.880000114E0,2.094739914E1,-4.468859863E1,4.959514875E1
1.615498075E1,-4.892199993E0,2.113039970E1,-4.437139893E1,4.938874826E1
1.616497916E1,-4.965399742E0,2.076440048E1,-4.511560059E1,4.991225239E1
1.617496736E1,-5.099599838E0,2.153299904E1,-4.533519745E1,5.044755786E1
1.618498038E1,-5.563199997E0,2.125239944E1,-4.543280029E1,5.046536455E1
1.619498030E1,-5.099599838E0,2.141099930E1,-4.555479813E1,5.059324502E1
1.620498047E1,-4.989799976E0,2.121579933E1,-4.490819931E1,4.991747800E1
1.621497945E1,-4.989799976E0,2.111820030E1,-4.565240097E1,5.054718788E1
1.622498059E1,-5.465600014E0,2.137439919E1,-4.500579834E1,5.012244615E1
1.623498075E1,-5.026400089E0,2.177700043E1,-4.577439880E1,5.093916010E1
1.624498067E1,-4.965399742E0,2.071559906E1,-4.596960068E1,5.066552502E1
1.625498181E1,-5.111799717E0,2.176479912E1,-4.395660019E1,4.931551153E1
1.626498026E1,-5.160599709E0,2.091079903E1,-4.511560059E1,4.999310674E1
1.627498140E1,-5.380199909E0,2.137439919E1,-4.533519745E1,5.040924141E1
1.628496794E1,-4.977600098E0,2.092300034E1,-4.585979843E1,5.065243882E1
1.629498014E1,-5.672999859E0,2.160619926E1,-4.596960068E1,5.110983233E1
1.630497998E1,-5.087399960E0,2.132559967E1,-4.565240097E1,5.064389947E1
1.631498031E1,-5.087399960E0,2.128899956E1,-4.565240097E1,5.062849845E1
1.632498084E1,-5.172800064E0,2.102059937E1,-4.522539902E1,5.013940740E1
1.633496810E1,-4.782400131E0,2.072780037E1,-4.522539902E1,4.997849313E1
1.634498023E1,-4.794600010E0,2.113039970E1,-4.522539902E1,5.014796803E1
1.635496704E1,-5.526599884E0,2.084980011E1,-4.553039932E1,5.038129349E1
1.636498027E1,-5.270400047E0,2.133779907E1,-4.490819931E1,4.999825148E1
1.637498031E1,-5.270400047E0,2.132559967E1,-4.490819931E1,4.999304635E1
1.638498250E1,-5.184999943E0,2.142319870E1,-4.490819931E1,5.002583365E1
1.639498019E1,-5.258199692E0,2.098399925E1,-4.511560059E1,5.003393154E1
1.640498124E1,-5.258199692E0,2.114259911E1,-4.478619766E1,4.980423337E1
1.641498055E1,-5.111799717E0,2.164279938E1,-4.544499969E1,5.059435995E1
1.642498076E1,-5.599800110E0,2.206979942E1,-4.566460037E1,5.102636118E1
1.643496778E1,-5.075200081E0,2.114259911E1,-4.457880020E1,4.959875583E1
1.644498039E1,-5.282599926E0,2.152079964E1,-4.479840088E1,4.997946979E1
1.645499305E1,-5.258199692E0,2.114259911E1,-4.468859863E1,4.971648629E1
1.646498039E1,-5.075200081E0,2.114259911E1,-4.565240097E1,5.056588640E1
1.647498072E1,-5.721799850E0,2.082539940E1,-4.531079865E1,5.019466832E1
1.648495191E1,-4.977600098E0,2.091079903E1,-4.607939911E1,5.084632770E1
1.649498027E1,-5.062999725E0,2.086199951E1,-4.511560059E1,4.996273017E1
